-2.423658822023539844e+13,0.000000000000000000e+00
-2.423658343516909375e+13,-1.522981947992041779e+10
-2.423656907998771875e+13,-3.045963294616554260e+10
-2.423654515464802344e+13,-4.568943438498718262e+10
-2.423651165920205469e+13,-6.091921778276293945e+10
-2.423646859364858594e+13,-7.614897712580239868e+10
-2.423641595801559375e+13,-9.137870640041720581e+10
-2.423635375230100000e+13,-1.066083995929563599e+11
-2.423628197655175781e+13,-1.218380506896600342e+11
-2.423620063079289844e+13,-1.370676536770587769e+11
-2.423610971504919531e+13,-1.522972025416567993e+11
-2.423600922935636719e+13,-1.675266912695029297e+11
-2.423589917375606250e+13,-1.827561138472796021e+11
-2.423577954829418750e+13,-1.979854642614641113e+11
-2.423565035301700781e+13,-2.132147364985349121e+11
-2.423551158797350781e+13,-2.284439245449020996e+11
-2.423536325323286719e+13,-2.436730223870144043e+11
-2.423520534881960156e+13,-2.589020240117995605e+11
-2.423503787483796094e+13,-2.741309234058608398e+11
-2.423486083129789844e+13,-2.893597145554556885e+11
-2.423467421834110156e+13,-3.045883914477818604e+11
-2.423447803599183594e+13,-3.198169480693013916e+11
-2.423427228434525781e+13,-3.350453784068784180e+11
-2.423405696347296094e+13,-3.502736764473168945e+11
-2.423383207346755469e+13,-3.655018361777172852e+11
-2.423359761442191406e+13,-3.807298515846859131e+11
-2.423335358641784375e+13,-3.959577166559201660e+11
-2.423309998955764844e+13,-4.111854253777211914e+11
-2.423283682393556250e+13,-4.264129717379118652e+11
-2.423256408964813281e+13,-4.416403497226022949e+11
-2.423228178684300781e+13,-4.568675533202016602e+11
-2.423198991556619531e+13,-4.720945765179592285e+11
-2.423168847599389844e+13,-4.873214133030983887e+11
-2.423137746822786719e+13,-5.025480576622221680e+11
-2.423105689236838281e+13,-5.177745035842770996e+11
-2.423072674856824219e+13,-5.330007450556618652e+11
-2.423038703693746875e+13,-5.482267760650075684e+11
-2.423003775762875781e+13,-5.634525906000083008e+11
-2.422967891076318750e+13,-5.786781826481276855e+11
-2.422931049649918750e+13,-5.939035461978044434e+11
